Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2019-02-19,1565.9906005859375,1620.415473872865,1555.4673143416849,1619.5933452712045,4408554
2019-02-20,1574.1707763671875,1589.8323667333464,1546.6706141498355,1574.3763085223472,4645778
2019-02-21,1573.71826171875,1594.9292161800115,1559.6188388823166,1574.170472515813,4683919
2019-02-22,1583.132080078125,1586.7083196909018,1566.2372959093993,1576.1850326608314,2271955
2019-02-25,1632.0487060546875,1636.0360099269792,1587.1193553588107,1588.7636126552197,2934880
2019-02-26,1676.0733642578125,1681.3761533968068,1621.4429645506893,1631.1029746069553,6453309
2019-02-27,1692.023193359375,1705.8759418168543,1662.3442663788683,1677.142583290253,4732082
2019-02-28,1630.65087890625,1702.916100943261,1625.8414468229485,1693.584861348382,8454295
2019-03-01,1640.4752197265625,1648.367633210588,1628.102145728298,1640.1874948246805,4148548
2019-03-05,1634.473876953125,1650.012127824768,1625.0193978948366,1648.3678705972395,2449622
2019-03-06,1643.9283447265625,1656.5891453631198,1631.9664336929047,1635.4604802774174,2635047
2019-03-07,1655.1915283203125,1664.0294106517613,1644.4215635187843,1648.3678208888473,2539884
2019-03-08,1662.919677734375,1671.3876434689817,1652.5198299879742,1664.81061388327,2031071
2019-03-11,1656.4248046875,1671.3875056179122,1647.2580503869597,1668.0167983047425,3111689
2019-03-12,1654.4927978515625,1664.6461671878437,1646.7237220815978,1655.8082840064271,2658550
2019-03-13,1644.6683349609375,1657.3291360163907,1626.6636977758938,1654.944942902458,1833163
2019-03-14,1633.8984375,1650.6698813993858,1628.6367942668105,1648.326734549198,1905495
2019-03-15,1677.100830078125,1700.9425542558804,1636.8576840659027,1643.352518654786,5184318
2019-03-18,1663.0018310546875,1697.36684789341,1653.3006730884936,1679.6087892191906,2349915
2019-03-19,1663.0018310546875,1668.921117041095,1640.2288078145536,1668.921117041095,2373993
2019-03-20,1656.63037109375,1681.088698354009,1644.2572948073246,1667.276896934627,3091165
2019-03-22,1648.902099609375,1657.4111097890268,1630.5275471095504,1656.5889812623457,3148149
2019-03-25,1631.308837890625,1650.6700085022294,1625.5127905372772,1650.6700085022294,2429205
2019-03-26,1629.9935302734375,1640.1056533366072,1609.769183789588,1631.1033839763145,2316539
2019-03-27,1617.8671875,1642.6132428081394,1612.194479052433,1639.3247278075225,2266166
2019-03-28,1644.5037841796875,1656.2601622693107,1621.895248979463,1627.8145344161626,4054489
2019-04-01,1670.2779541015625,1677.101562753466,1651.040120599447,1652.4788459628473,2095740
2019-04-02,1709.4520263671875,1714.9602478063096,1674.6759466833425,1674.7581394712784,3719663
2019-04-03,1709.4520263671875,1717.9199910319517,1692.0229403100443,1714.1381192119634,2939886
2019-04-04,1656.1781005859375,1709.7808463243994,1650.3410074709589,1708.506506823789,4397518
2019-04-05,1683.9658203125,1688.980683654959,1659.7130299424366,1667.8109754690802,3152103
2019-04-08,1702.422607421875,1705.9166535798095,1671.1405775590204,1692.7625974558207,2194294
2019-04-09,1719.4822998046875,1724.8261367392943,1691.653161020761,1701.806531482526,2690970
2019-04-10,1677.347900390625,1714.5492200782494,1673.8538537901297,1712.4938985485464,3313062
2019-04-11,1660.28857421875,1689.4741371723353,1655.47914236691,1681.2528518332972,3422442
2019-04-12,1656.1781005859375,1676.320251722376,1650.0121359523337,1675.4981231045622,3198471
2019-04-15,1737.4044189453125,1742.7482548712176,1677.964480734171,1701.8062102497472,9189201
2019-04-16,1752.61376953125,1772.4680947076463,1739.2541799344026,1742.9126120194649,5771952
2019-04-18,1767.61767578125,1771.687172298519,1738.1442845314925,1767.4942360595178,3413728
2019-04-22,1776.98974609375,1788.9517568535753,1763.9591287717606,1765.9321570411212,2007135
